,,Date,yes_d,yes_r,no_d,no_r,polarity
113,490,2013-09-27,180,222,0,0,-0.1044776119402985
113,491,2013-09-27,184,219,0,2,-0.08148148148148149
113,492,2013-09-28,4,222,187,4,-0.9616306954436451
113,493,2013-09-28,0,229,192,0,-1.0
113,494,2013-09-28,2,229,191,0,-0.990521327014218
113,495,2013-09-28,191,225,1,3,-0.0761904761904762
113,496,2013-09-29,17,231,174,0,-0.919431279620853
113,497,2013-09-29,2,229,191,2,-0.9811320754716981
113,498,2013-09-29,192,231,0,0,-0.09219858156028368
113,499,2013-09-29,190,194,2,35,0.0688836104513064
113,500,2013-09-30,0,229,197,1,-0.9953161592505855
113,501,2013-09-30,0,225,198,6,-0.972027972027972
113,502,2013-09-30,195,192,0,35,0.09004739336492891
113,503,2013-09-30,9,219,190,12,-0.9023255813953488
113,504,2013-10-01,7,221,190,9,-0.9250585480093677
113,505,2013-10-01,33,231,165,0,-0.8461538461538461
113,506,2013-10-01,34,231,164,0,-0.8414918414918415
113,507,2013-10-01,22,230,176,1,-0.8927738927738927
113,508,2013-10-02,0,227,197,0,-1.0
113,509,2013-10-02,0,228,197,1,-0.9953051643192489
113,510,2013-10-02,90,156,103,70,-0.23627684964200477
113,511,2013-10-02,0,230,194,0,-1.0
113,512,2013-10-02,23,229,173,1,-0.8873239436619719
113,513,2013-10-02,25,229,171,1,-0.8779342723004695
113,514,2013-10-03,0,228,194,0,-1.0
113,515,2013-10-03,36,229,161,0,-0.8309859154929577
113,516,2013-10-03,0,225,194,0,-1.0
113,517,2013-10-03,35,224,157,0,-0.8317307692307693
113,518,2013-10-04,0,223,185,0,-1.0
113,519,2013-10-04,0,222,182,1,-0.9950617283950617
113,520,2013-10-04,0,224,185,0,-1.0
113,521,2013-10-04,23,224,165,0,-0.8883495145631068
113,522,2013-10-04,0,223,185,0,-1.0
113,523,2013-10-04,22,222,165,0,-0.8924205378973105
113,524,2013-10-05,190,218,0,0,-0.06862745098039216
113,525,2013-10-05,184,216,1,0,-0.08229426433915212
113,526,2013-10-07,0,217,182,0,-1.0
113,527,2013-10-07,20,215,162,1,-0.8944723618090452
113,528,2013-10-08,0,226,191,0,-1.0
113,529,2013-10-08,23,225,167,2,-0.8800959232613909
113,530,2013-10-08,0,226,187,0,-1.0
113,531,2013-10-08,1,226,186,0,-0.9951573849878934
113,532,2013-10-08,0,227,194,0,-1.0
113,533,2013-10-08,2,222,193,5,-0.966824644549763
113,534,2013-10-08,194,226,0,0,-0.0761904761904762
113,535,2013-10-09,0,228,194,0,-1.0
113,536,2013-10-09,23,229,173,0,-0.8917647058823529
113,537,2013-10-09,197,228,0,0,-0.07294117647058823
113,538,2013-10-10,0,226,196,0,-1.0
113,539,2013-10-10,21,228,176,0,-0.9011764705882352
113,540,2013-10-11,0,226,195,0,-1.0
113,541,2013-10-11,21,227,177,0,-0.9011764705882352
113,542,2013-10-11,0,219,193,0,-1.0
113,543,2013-10-11,5,218,188,1,-0.970873786407767
113,544,2013-10-12,62,130,127,85,-0.2722772277227723
113,545,2013-10-12,186,9,0,204,0.9548872180451128
113,546,2013-10-14,0,216,180,0,-1.0
113,547,2013-10-14,21,212,159,1,-0.8880407124681934
113,548,2013-10-14,160,1,15,213,0.9177377892030848
113,549,2013-10-16,199,87,0,144,0.5953488372093023
113,550,2013-10-22,190,212,0,1,-0.052109181141439205
113,551,2013-10-22,190,212,0,0,-0.05472636815920398
113,552,2013-10-22,133,142,52,64,0.0076726342710997444
113,553,2013-10-23,2,223,193,1,-0.9856801909307876
113,554,2013-10-23,48,223,146,1,-0.7655502392344498
113,555,2013-10-23,181,2,12,224,0.9331742243436754
113,556,2013-10-23,7,218,187,6,-0.937799043062201
113,557,2013-10-23,128,5,66,221,0.6619047619047619
113,558,2013-10-23,117,120,77,106,0.06190476190476191
113,559,2013-10-23,194,224,1,2,-0.0688836104513064
113,560,2013-10-28,184,220,0,1,-0.08641975308641975
113,561,2013-10-28,185,219,0,2,-0.07881773399014778
113,562,2013-10-29,0,226,193,0,-1.0
113,563,2013-10-29,6,224,188,0,-0.9712918660287081
113,564,2013-10-29,174,0,20,223,0.9040767386091128
113,565,2013-10-29,193,2,0,223,0.9904306220095693
113,566,2013-10-29,30,224,166,1,-0.8527315914489311
113,567,2013-10-30,189,1,0,223,0.9951573849878934
113,568,2013-10-30,70,222,120,3,-0.6481927710843374
113,569,2013-10-30,3,219,188,4,-0.966183574879227
113,570,2013-11-12,189,212,0,0,-0.057356608478802994
113,571,2013-11-12,186,213,2,1,-0.06965174129353234
113,572,2013-11-13,0,224,195,0,-1.0
113,573,2013-11-13,0,223,194,0,-1.0
113,574,2013-11-13,196,2,1,222,0.9857482185273159
113,575,2013-11-13,194,0,2,224,0.9904761904761905
113,576,2013-11-13,195,0,2,224,0.9904988123515439
113,577,2013-11-13,197,0,1,223,0.995249406175772
113,578,2013-11-13,5,216,193,7,-0.9429928741092637
113,579,2013-11-14,196,1,1,225,0.9905437352245863
113,580,2013-11-14,3,225,194,2,-0.9764150943396226
113,581,2013-11-14,197,150,0,76,0.2907801418439716
113,582,2013-11-15,2,223,193,0,-0.9904306220095693
113,583,2013-11-15,6,222,189,0,-0.9712230215827338
113,584,2013-11-15,3,226,191,0,-0.9857142857142858
113,585,2013-11-15,187,0,4,226,0.9808153477218226
113,586,2013-11-15,39,222,154,4,-0.7947494033412887
113,587,2013-11-18,178,210,1,0,-0.08483290488431877
113,588,2013-11-18,180,208,0,0,-0.07216494845360824
113,589,2013-11-19,0,223,194,0,-1.0
113,590,2013-11-19,0,222,196,0,-1.0
113,591,2013-11-20,0,223,195,0,-1.0
113,592,2013-11-20,4,221,193,1,-0.9761336515513126
113,593,2013-11-20,195,4,2,220,0.9714964370546318
113,594,2013-11-20,194,0,4,224,0.981042654028436
113,595,2013-11-20,194,4,3,222,0.966903073286052
113,596,2013-11-20,194,8,2,219,0.9527186761229315
113,597,2013-11-20,191,4,4,222,0.9619952494061758
113,598,2013-11-20,188,1,8,224,0.9572446555819477
113,599,2013-11-20,7,221,192,1,-0.9619952494061758
113,600,2013-11-20,189,1,8,222,0.9571428571428572
113,601,2013-11-20,140,2,56,220,0.722488038277512
113,602,2013-11-20,187,1,9,223,0.9523809523809523
113,603,2013-11-20,12,223,186,2,-0.933806146572104
113,604,2013-11-21,181,2,10,223,0.9423076923076923
113,605,2013-11-21,184,0,8,225,0.9616306954436451
113,606,2013-11-21,181,2,13,223,0.9284009546539379
113,607,2013-11-21,175,0,19,224,0.9090909090909091
113,608,2013-11-21,175,0,14,225,0.9323671497584541
113,609,2013-11-21,180,0,10,223,0.9515738498789347
113,610,2013-11-21,26,226,166,0,-0.8755980861244019
113,611,2013-12-02,175,201,0,5,-0.05511811023622047
113,612,2013-12-02,175,209,0,0,-0.08854166666666667
113,613,2013-12-02,110,127,58,68,-0.01928374655647383
113,614,2013-12-03,186,220,0,0,-0.08374384236453201
113,615,2013-12-03,193,223,0,0,-0.07211538461538461
113,616,2013-12-03,193,218,0,3,-0.05314009661835749
113,617,2013-12-04,0,220,194,0,-1.0
113,618,2013-12-04,9,220,185,0,-0.9565217391304348
113,619,2013-12-04,184,2,9,216,0.9464720194647201
113,620,2013-12-04,183,2,11,216,0.9368932038834952
113,621,2013-12-04,36,218,159,1,-0.821256038647343
113,622,2013-12-05,127,214,67,6,-0.357487922705314
113,623,2013-12-05,174,25,18,195,0.7912621359223301
113,624,2013-12-05,71,48,123,173,0.17590361445783131
113,625,2013-12-05,132,12,60,206,0.6487804878048781
113,626,2013-12-05,173,87,21,135,0.4807692307692308
113,627,2013-12-05,152,5,42,216,0.7734939759036145
113,628,2013-12-05,131,195,64,27,-0.2422062350119904
113,629,2013-12-10,155,191,0,1,-0.10086455331412104
113,630,2013-12-10,157,196,0,0,-0.11048158640226628
113,631,2013-12-11,72,223,102,1,-0.6331658291457286
113,632,2013-12-11,173,225,0,0,-0.1306532663316583
113,633,2013-12-11,173,225,0,1,-0.12781954887218044
113,634,2013-12-11,173,225,0,0,-0.1306532663316583
113,635,2013-12-11,174,225,0,0,-0.12781954887218044
113,636,2013-12-12,0,227,194,1,-0.995260663507109
113,637,2013-12-12,0,226,194,1,-0.995249406175772
113,638,2013-12-12,102,148,74,73,-0.11838790931989925
113,639,2013-12-12,164,169,32,62,0.0585480093676815
113,640,2013-12-12,143,208,50,19,-0.22857142857142856
113,641,2014-01-08,185,220,0,0,-0.08641975308641975
113,642,2014-01-08,186,202,0,18,0.0049261083743842365
113,643,2014-01-08,185,221,0,0,-0.08866995073891626
113,644,2014-01-09,0,226,191,0,-1.0
113,645,2014-01-09,1,222,186,0,-0.9951100244498777
113,646,2014-01-09,188,1,2,226,0.9856115107913669
113,647,2014-01-09,188,2,2,225,0.9808153477218226
113,648,2014-01-09,188,0,0,225,1.0
113,649,2014-01-09,5,220,185,4,-0.9565217391304348
113,650,2014-01-10,67,224,123,0,-0.6763285024154589
113,651,2014-01-13,177,219,0,0,-0.10606060606060606
113,652,2014-01-13,176,211,0,7,-0.07106598984771574
113,653,2014-01-14,194,228,0,0,-0.08056872037914692
113,654,2014-01-14,189,228,4,0,-0.1021377672209026
113,655,2014-01-14,131,143,56,82,0.03398058252427184
113,656,2014-01-14,191,227,0,0,-0.0861244019138756
113,657,2014-01-14,193,227,0,0,-0.08095238095238096
113,658,2014-01-15,0,228,195,0,-1.0
113,659,2014-01-15,3,227,191,0,-0.9857482185273159
113,660,2014-01-15,194,166,3,64,0.20843091334894615
113,661,2014-01-16,186,0,2,224,0.9902912621359223
113,662,2014-01-16,33,226,155,0,-0.8405797101449275
113,663,2014-01-27,179,215,0,0,-0.09137055837563451
113,664,2014-01-27,180,187,0,27,0.050761421319796954
113,665,2014-01-28,0,222,194,0,-1.0
113,666,2014-01-28,2,222,192,0,-0.9903846153846154
113,667,2014-01-28,117,143,69,73,-0.05472636815920398
113,668,2014-01-28,192,0,0,221,1.0
113,669,2014-01-28,6,221,188,1,-0.9663461538461539
113,670,2014-01-29,90,162,103,63,-0.2679425837320574
113,671,2014-02-03,182,209,0,2,-0.06361323155216285
113,672,2014-02-03,181,209,0,0,-0.07179487179487179
113,673,2014-02-04,0,225,192,1,-0.9952153110047847
113,674,2014-02-04,8,226,185,0,-0.9618138424821002
113,675,2014-02-05,2,224,194,2,-0.981042654028436
113,676,2014-02-05,3,226,190,0,-0.9856801909307876
113,677,2014-02-05,180,5,16,221,0.9004739336492891
113,678,2014-02-05,181,0,15,227,0.9290780141843972
113,679,2014-02-05,185,2,10,221,0.9425837320574163
113,680,2014-02-05,41,227,154,0,-0.8056872037914692
113,681,2014-02-05,179,0,14,225,0.9330143540669856
113,682,2014-02-05,192,1,5,223,0.9714964370546318
113,683,2014-02-05,193,1,4,222,0.9761904761904762
113,684,2014-02-05,192,2,5,222,0.9667458432304038
113,685,2014-02-05,189,0,5,226,0.9761904761904762
113,686,2014-02-05,192,1,5,225,0.9716312056737588
113,687,2014-02-05,191,1,6,225,0.966903073286052
113,688,2014-02-05,191,0,5,226,0.976303317535545
113,689,2014-02-05,7,222,190,2,-0.9572446555819477
113,690,2014-02-06,189,1,5,219,0.9710144927536232
113,691,2014-02-06,3,215,191,7,-0.9519230769230769
113,692,2014-02-06,194,0,0,222,1.0
113,693,2014-02-06,6,214,189,6,-0.9421686746987952
113,694,2014-02-10,173,192,0,21,0.0051813471502590676
113,695,2014-02-10,173,208,0,2,-0.08616187989556136
113,696,2014-02-10,113,128,45,78,0.04945054945054945
113,697,2014-02-11,0,222,191,4,-0.9808153477218226
113,698,2014-02-11,0,223,191,2,-0.9903846153846154
113,699,2014-02-11,120,206,71,19,-0.3317307692307692
113,700,2014-02-11,193,28,2,199,0.8578199052132701
113,701,2014-02-11,193,219,0,4,-0.052884615384615384
113,702,2014-02-25,190,220,0,0,-0.07317073170731707
113,703,2014-02-25,95,200,94,20,-0.43765281173594134
113,704,2014-02-26,0,224,192,0,-1.0
113,705,2014-02-26,5,226,185,0,-0.9759615384615384
113,706,2014-02-26,127,226,65,0,-0.3923444976076555
113,707,2014-02-26,191,0,1,229,0.995249406175772
113,708,2014-02-26,14,229,177,0,-0.9333333333333333
113,709,2014-02-26,176,1,13,228,0.9330143540669856
113,710,2014-02-27,26,223,162,0,-0.8734793187347932
113,711,2014-02-27,179,2,11,224,0.9375
113,712,2014-02-27,180,0,8,224,0.9611650485436893
113,713,2014-02-27,178,1,10,225,0.9468599033816425
113,714,2014-02-27,181,2,7,222,0.9563106796116505
113,715,2014-02-27,180,1,8,224,0.9564164648910412
113,716,2014-02-27,187,0,3,226,0.9855769230769231
113,717,2014-02-27,10,226,180,0,-0.9519230769230769
113,718,2014-02-27,0,225,192,0,-1.0
113,719,2014-02-27,2,225,190,0,-0.9904076738609112
113,720,2014-02-27,25,225,167,0,-0.8800959232613909
113,721,2014-02-27,4,223,186,0,-0.9806295399515739
113,722,2014-02-27,181,0,12,224,0.9424460431654677
113,723,2014-02-27,193,1,0,223,0.9952038369304557
113,724,2014-02-27,10,222,183,0,-0.9518072289156626
113,725,2014-02-28,185,0,7,217,0.9657701711491442
113,726,2014-02-28,191,3,1,215,0.9804878048780488
113,727,2014-02-28,179,1,15,217,0.9223300970873787
113,728,2014-02-28,191,1,0,218,0.9951219512195122
113,729,2014-02-28,17,217,177,0,-0.9172749391727494
113,730,2014-03-04,180,126,5,86,0.34005037783375314
113,731,2014-03-04,184,209,0,1,-0.06091370558375635
113,732,2014-03-05,0,221,184,0,-1.0
113,733,2014-03-05,4,224,182,0,-0.9804878048780488
113,734,2014-03-05,187,223,0,1,-0.0851581508515815
113,735,2014-03-05,185,0,2,225,0.9902912621359223
113,736,2014-03-05,27,223,160,1,-0.8637469586374696
113,737,2014-03-05,184,191,3,33,0.05596107055961071
113,738,2014-03-06,0,219,191,0,-1.0
113,739,2014-03-06,1,224,190,0,-0.9951807228915662
113,740,2014-03-06,8,222,182,2,-0.9516908212560387
113,741,2014-03-06,182,2,7,221,0.9563106796116505
113,742,2014-03-06,187,3,2,219,0.975669099756691
113,743,2014-03-06,178,0,9,222,0.9559902200488998
113,744,2014-03-06,184,0,3,220,0.9852579852579852
113,745,2014-03-06,10,219,181,3,-0.937046004842615
113,746,2014-03-06,0,211,186,0,-1.0
113,747,2014-03-06,179,1,10,218,0.946078431372549
113,748,2014-03-06,4,218,186,2,-0.9707317073170731
113,749,2014-03-06,184,3,5,215,0.9606879606879607
113,750,2014-03-06,188,4,3,214,0.9657701711491442
113,751,2014-03-06,190,0,0,217,1.0
113,752,2014-03-06,12,217,180,0,-0.941320293398533
113,753,2014-03-06,191,194,0,23,0.049019607843137254
113,754,2014-03-11,183,223,1,0,-0.10073710073710074
113,755,2014-03-11,186,224,0,0,-0.09268292682926829
113,756,2014-03-11,184,218,2,5,-0.07579462102689487
113,757,2014-03-12,0,227,190,0,-1.0
113,758,2014-03-12,2,227,192,0,-0.9904988123515439
113,759,2014-03-12,187,1,0,227,0.9951807228915662
113,760,2014-03-12,186,4,1,224,0.9759036144578314
113,761,2014-03-12,184,1,4,227,0.9759615384615384
113,762,2014-03-12,187,0,0,228,1.0
113,763,2014-03-12,5,228,182,0,-0.9759036144578314
113,764,2014-03-13,0,227,193,0,-1.0
113,765,2014-03-13,3,225,184,0,-0.9854368932038835
113,766,2014-03-13,191,0,2,225,0.9904306220095693
113,767,2014-03-13,192,0,0,225,1.0
113,768,2014-03-13,18,226,171,1,-0.9086538461538461
113,769,2014-03-13,175,0,10,226,0.9513381995133819
113,770,2014-03-13,183,0,3,224,0.9853658536585366
113,771,2014-03-13,12,226,174,0,-0.941747572815534
113,772,2014-03-13,1,216,173,0,-0.9948717948717949
113,773,2014-03-14,191,0,0,226,1.0
113,774,2014-03-14,12,226,182,0,-0.9428571428571428
113,775,2014-03-24,180,218,0,0,-0.09547738693467336
113,776,2014-03-24,177,216,0,0,-0.09923664122137404
113,777,2014-03-25,186,2,6,225,0.9618138424821002
113,778,2014-03-25,190,6,5,220,0.9477434679334917
113,779,2014-03-25,195,2,0,224,0.9904988123515439
113,780,2014-03-25,10,219,186,7,-0.919431279620853
113,781,2014-03-26,2,228,187,0,-0.9904076738609112
113,782,2014-03-26,0,227,190,0,-1.0
113,783,2014-03-26,192,226,0,0,-0.08133971291866028
113,784,2014-03-26,190,7,1,222,0.9619047619047619
113,785,2014-03-26,193,0,0,227,1.0
113,786,2014-03-26,3,219,191,10,-0.9385342789598109
113,787,2014-03-27,189,210,2,17,-0.014354066985645933
113,788,2014-04-01,188,190,2,32,0.06796116504854369
113,789,2014-04-01,188,211,2,10,-0.0364963503649635
113,790,2014-04-01,127,134,55,85,0.057356608478802994
113,791,2014-04-02,0,229,194,0,-1.0
113,792,2014-04-02,7,229,186,0,-0.966824644549763
113,793,2014-04-02,116,146,74,83,-0.050119331742243436
113,794,2014-04-03,191,0,4,228,0.9810874704491725
113,795,2014-04-03,18,230,180,0,-0.9158878504672897
113,796,2014-04-04,0,222,193,0,-1.0
113,797,2014-04-04,0,220,194,0,-1.0
113,798,2014-04-04,176,6,5,209,0.9444444444444444
113,799,2014-04-04,181,8,2,209,0.95
113,800,2014-04-04,182,4,4,215,0.9604938271604938
113,801,2014-04-04,181,4,6,216,0.9508599508599509
113,802,2014-04-04,186,1,0,218,0.9950617283950617
113,803,2014-04-04,4,220,182,0,-0.9802955665024631
113,804,2014-04-07,179,0,2,215,0.98989898989899
113,805,2014-04-07,16,214,165,0,-0.9189873417721519
113,806,2014-04-08,190,1,0,221,0.9951456310679612
113,807,2014-04-08,7,223,185,0,-0.9662650602409638
113,808,2014-04-08,0,219,190,0,-1.0
113,809,2014-04-08,0,222,193,1,-0.9951923076923077
113,810,2014-04-09,2,0,189,224,0.0891566265060241
113,811,2014-04-09,116,0,76,224,0.6346153846153846
113,812,2014-04-09,89,0,103,224,0.5048076923076923
113,813,2014-04-09,52,205,139,20,-0.6538461538461539
113,814,2014-04-10,0,133,194,97,-0.5424528301886793
113,815,2014-04-10,163,0,31,230,0.8537735849056604
113,816,2014-04-10,0,219,193,12,-0.9433962264150944
113,817,2014-04-28,170,197,1,15,-0.033942558746736295
113,818,2014-04-28,173,211,0,0,-0.09895833333333333
113,819,2014-04-29,2,224,189,0,-0.9903614457831326
113,820,2014-04-29,12,226,181,0,-0.9427207637231504
113,821,2014-04-29,60,208,133,17,-0.631578947368421
113,822,2014-04-29,192,211,0,13,-0.014423076923076924
113,823,2014-04-30,0,227,189,0,-1.0
113,824,2014-04-30,165,4,28,221,0.84688995215311
113,825,2014-04-30,173,22,18,204,0.8081534772182254
113,826,2014-04-30,191,225,0,1,-0.07913669064748201
113,827,2014-05-01,59,137,132,89,-0.290167865707434
113,828,2014-05-01,29,190,161,37,-0.6834532374100719
113,829,2014-05-01,22,185,169,43,-0.6897374701670644
113,830,2014-05-01,155,9,31,217,0.8058252427184466
113,831,2014-05-01,190,4,0,222,0.9807692307692307
113,832,2014-05-01,184,218,5,9,-0.07211538461538461
113,833,2014-05-06,186,202,0,4,-0.030612244897959183
113,834,2014-05-06,188,207,0,0,-0.04810126582278481
113,835,2014-05-06,116,137,61,66,-0.042105263157894736
113,836,2014-05-07,0,223,192,0,-1.0
113,837,2014-05-07,2,222,187,0,-0.9902676399026764
113,838,2014-05-07,1,224,191,0,-0.9951923076923077
113,839,2014-05-07,6,224,188,0,-0.9712918660287081
113,840,2014-05-07,192,191,0,33,0.08173076923076923
113,841,2014-05-07,191,0,1,223,0.9951807228915662
113,842,2014-05-07,6,225,187,0,-0.9712918660287081
113,843,2014-05-07,26,224,168,0,-0.8755980861244019
113,844,2014-05-08,9,223,178,0,-0.9560975609756097
113,845,2014-05-08,0,223,192,0,-1.0
113,846,2014-05-08,1,223,192,0,-0.9951923076923077
113,847,2014-05-08,191,106,1,116,0.4830917874396135
113,848,2014-05-08,7,225,186,0,-0.9665071770334929
113,849,2014-05-09,190,1,0,209,0.995
113,850,2014-05-09,62,212,131,1,-0.6896551724137931
113,851,2014-05-09,178,12,4,201,0.9189873417721519
113,852,2014-05-09,175,4,13,207,0.9147869674185464
113,853,2014-05-09,191,182,0,32,0.10123456790123457
113,854,2014-05-09,191,187,0,27,0.07654320987654321
113,855,2014-05-09,191,172,0,41,0.1485148514851485
113,856,2014-05-09,158,202,34,11,-0.1654320987654321
113,857,2014-05-19,172,199,0,10,-0.04461942257217848
113,858,2014-05-19,171,210,0,0,-0.10236220472440945
113,859,2014-05-20,189,223,0,4,-0.07211538461538461
113,860,2014-05-20,190,219,0,0,-0.07090464547677261
113,861,2014-05-20,172,220,18,1,-0.15815085158150852
113,862,2014-05-21,6,1,168,213,0.12886597938144329
113,863,2014-05-21,22,1,153,208,0.19791666666666666
113,864,2014-05-21,181,11,13,216,0.8859857482185273
113,865,2014-05-21,190,4,4,223,0.9619952494061758
113,866,2014-05-21,4,218,189,7,-0.9473684210526315
113,867,2014-05-21,8,223,186,4,-0.9429928741092637
113,868,2014-05-21,162,228,33,0,-0.23404255319148937
113,869,2014-05-22,125,179,70,51,-0.17176470588235293
113,870,2014-05-22,4,227,189,3,-0.966903073286052
113,871,2014-05-22,17,228,177,0,-0.919431279620853
113,872,2014-05-22,172,6,23,224,0.8635294117647059
113,873,2014-05-22,176,15,16,214,0.8527315914489311
113,874,2014-05-22,1,178,193,51,-0.7541371158392435
113,875,2014-05-22,7,226,187,4,-0.9481132075471698
113,876,2014-05-22,164,27,30,203,0.7311320754716981
113,877,2014-05-22,191,33,2,197,0.83451536643026
113,878,2014-05-22,194,0,0,227,1.0
113,879,2014-05-22,109,216,86,13,-0.42452830188679247
113,880,2014-05-28,173,206,0,1,-0.08421052631578947
113,881,2014-05-28,163,207,0,0,-0.11891891891891893
113,882,2014-05-29,0,129,187,93,-0.5452322738386308
113,883,2014-05-29,170,136,20,86,0.24271844660194175
113,884,2014-05-29,128,212,62,9,-0.3333333333333333
113,885,2014-05-29,5,213,184,9,-0.9318734793187348
113,886,2014-05-29,124,3,64,218,0.6723716381418093
113,887,2014-05-29,163,10,26,212,0.8248175182481752
113,888,2014-05-29,184,76,3,142,0.6098765432098765
113,889,2014-05-29,41,25,146,193,0.15555555555555556
113,890,2014-05-29,153,43,34,178,0.6225490196078431
113,891,2014-05-29,5,203,183,18,-0.8875305623471883
113,892,2014-05-29,0,116,186,104,-0.4876847290640394
113,893,2014-05-30,161,9,24,206,0.835
113,894,2014-05-30,7,141,175,78,-0.5760598503740648
113,895,2014-05-30,2,196,184,24,-0.8719211822660099
113,896,2014-05-30,171,66,16,154,0.597051597051597
113,897,2014-05-30,170,49,17,172,0.6764705882352942
113,898,2014-05-30,5,214,182,7,-0.9411764705882353
113,899,2014-05-30,171,75,16,146,0.553921568627451
113,900,2014-05-30,18,167,169,54,-0.6470588235294118
113,901,2014-05-30,186,10,0,211,0.9508599508599509
