,,Date,yes_d,yes_r,no_d,no_r,polarity
115,796,2018-02-27,19,226,166,3,-0.893719806763285
115,797,2018-02-27,139,169,46,61,-0.03614457831325301
115,798,2018-02-27,174,214,11,14,-0.08958837772397095
115,799,2018-03-05,164,225,0,0,-0.15681233933161953
115,800,2018-03-05,164,223,0,0,-0.1524547803617571
115,801,2018-03-06,180,2,1,227,0.9853658536585366
115,802,2018-03-06,38,226,143,0,-0.8132678132678133
115,803,2018-03-07,0,229,183,0,-1.0
115,804,2018-03-07,0,227,185,0,-1.0
115,805,2018-03-07,184,2,0,227,0.9903147699757869
115,806,2018-03-07,6,228,179,1,-0.966183574879227
115,807,2018-03-08,180,1,0,225,0.9950738916256158
115,808,2018-03-08,5,210,175,14,-0.905940594059406
115,809,2018-03-13,32,227,138,2,-0.8295739348370927
115,810,2018-03-13,170,222,0,6,-0.11557788944723618
115,811,2018-03-14,0,234,183,0,-1.0
115,812,2018-03-14,3,232,182,0,-0.9856115107913669
115,813,2018-03-14,178,230,5,5,-0.12440191387559808
115,814,2018-03-14,181,1,0,232,0.9951690821256038
115,815,2018-03-14,16,231,168,1,-0.9182692307692307
115,816,2018-03-15,180,2,4,231,0.9712230215827338
115,817,2018-03-15,14,232,169,1,-0.9278846153846154
115,818,2018-03-15,183,1,1,232,0.9904076738609112
115,819,2018-03-15,52,231,132,1,-0.7451923076923077
115,820,2018-03-15,0,232,182,0,-1.0
115,821,2018-03-15,5,230,177,0,-0.9757281553398058
115,822,2018-03-19,165,220,0,3,-0.13402061855670103
115,823,2018-03-19,169,222,0,0,-0.13554987212276215
115,824,2018-03-20,0,233,181,0,-1.0
115,825,2018-03-20,0,225,180,3,-0.9852941176470589
115,826,2018-03-20,162,233,19,0,-0.21739130434782608
115,827,2018-03-21,181,1,1,232,0.9903614457831326
115,828,2018-03-21,35,232,147,2,-0.8221153846153846
115,829,2018-03-21,80,136,96,96,-0.13725490196078433
115,830,2018-03-22,0,233,186,0,-1.0
115,831,2018-03-22,1,210,182,25,-0.8755980861244019
115,832,2018-03-22,185,232,0,2,-0.10739856801909307
115,833,2018-03-22,181,228,0,5,-0.10144927536231885
115,834,2018-03-22,111,146,77,90,-0.05188679245283019
115,835,2018-03-22,178,230,0,0,-0.12745098039215685
115,836,2018-03-22,176,221,0,1,-0.11055276381909548
115,837,2018-04-10,182,226,0,2,-0.1024390243902439
115,838,2018-04-10,183,226,0,2,-0.09975669099756691
115,839,2018-04-10,96,135,81,85,-0.08816120906801007
115,840,2018-04-11,0,231,185,1,-0.9952038369304557
115,841,2018-04-11,1,229,184,0,-0.9951690821256038
115,842,2018-04-11,66,231,120,1,-0.6794258373205742
115,843,2018-04-11,186,2,0,231,0.9904534606205251
115,844,2018-04-11,13,232,173,1,-0.9331742243436754
115,845,2018-04-12,7,226,178,6,-0.9376498800959233
115,846,2018-04-13,78,222,103,1,-0.6089108910891089
115,847,2018-04-16,168,215,0,2,-0.11688311688311688
115,848,2018-04-16,168,216,0,1,-0.12207792207792208
115,849,2018-04-17,190,230,0,1,-0.09263657957244656
115,850,2018-04-18,0,226,188,1,-0.9951807228915662
115,851,2018-04-18,12,227,175,2,-0.9326923076923077
115,852,2018-04-18,189,225,0,3,-0.07913669064748201
115,853,2018-04-18,187,227,0,0,-0.0966183574879227
115,854,2018-04-18,184,219,1,2,-0.08374384236453201
115,855,2018-04-24,181,211,0,3,-0.06835443037974684
115,856,2018-04-24,180,199,0,16,-0.007594936708860759
115,857,2018-04-25,0,225,189,1,-0.9951807228915662
115,858,2018-04-25,3,225,184,0,-0.9854368932038835
115,859,2018-04-25,188,2,1,225,0.9855769230769231
115,860,2018-04-25,8,217,181,8,-0.9227053140096618
115,861,2018-04-25,188,227,0,0,-0.09397590361445783
115,862,2018-04-26,182,10,4,219,0.9325301204819277
115,863,2018-04-26,10,27,174,201,0.024271844660194174
115,864,2018-04-26,0,172,186,57,-0.7253012048192771
115,865,2018-04-26,79,13,107,216,0.42168674698795183
115,866,2018-04-26,5,217,181,12,-0.9180722891566265
115,867,2018-04-26,180,7,5,222,0.9420289855072463
115,868,2018-04-26,186,224,0,2,-0.08737864077669903
115,869,2018-04-27,4,109,178,115,-0.41379310344827586
115,870,2018-04-27,2,210,178,13,-0.9255583126550868
115,871,2018-04-27,182,0,0,223,1.0
115,872,2018-04-27,176,217,6,7,-0.09852216748768473
115,873,2018-04-27,0,215,169,2,-0.9896373056994818
115,874,2018-05-07,170,218,0,0,-0.12371134020618557
115,875,2018-05-07,172,217,0,0,-0.11568123393316196
115,876,2018-05-08,0,226,177,0,-1.0
115,877,2018-05-08,1,226,181,0,-0.9950980392156863
115,878,2018-05-08,11,224,174,1,-0.9414634146341463
115,879,2018-05-08,0,223,181,1,-0.9950617283950617
115,880,2018-05-09,0,223,189,0,-1.0
115,881,2018-05-09,3,221,184,0,-0.9852941176470589
115,882,2018-05-09,2,219,189,8,-0.9521531100478469
115,883,2018-05-09,191,2,0,220,0.9903147699757869
115,884,2018-05-09,4,226,184,1,-0.9759036144578314
115,885,2018-05-10,79,1,107,225,0.47572815533980584
115,886,2018-05-10,119,221,67,5,-0.39805825242718446
115,887,2018-05-10,80,127,94,85,-0.14507772020725387
115,888,2018-05-15,164,214,0,0,-0.13227513227513227
115,889,2018-05-15,164,213,0,1,-0.12698412698412698
115,890,2018-05-15,164,213,0,2,-0.12401055408970976
115,891,2018-05-16,0,223,179,2,-0.9900990099009901
115,892,2018-05-16,0,230,183,1,-0.9951690821256038
115,893,2018-05-16,1,228,184,1,-0.9903381642512077
115,894,2018-05-16,184,223,0,0,-0.09582309582309582
115,895,2018-05-16,162,220,24,11,-0.17026378896882494
115,896,2018-05-16,116,231,70,0,-0.44364508393285373
115,897,2018-05-17,0,228,188,1,-0.9952038369304557
115,898,2018-05-17,0,228,188,0,-1.0
115,899,2018-05-17,76,141,108,80,-0.22962962962962963
115,900,2018-05-17,41,96,146,132,-0.16626506024096385
115,901,2018-05-17,0,34,186,194,-0.06280193236714976
115,902,2018-05-17,0,83,185,145,-0.29782082324455206
115,903,2018-05-17,0,222,186,6,-0.9710144927536232
115,904,2018-05-17,1,74,186,154,-0.25301204819277107
115,905,2018-05-17,4,220,183,8,-0.9421686746987952
115,906,2018-05-17,2,206,184,23,-0.8795180722891566
115,907,2018-05-18,1,53,181,175,-0.14146341463414633
115,908,2018-05-18,7,72,175,156,-0.2048780487804878
115,909,2018-05-18,155,204,28,23,-0.13170731707317074
115,910,2018-05-18,13,225,170,3,-0.9221411192214112
115,911,2018-05-18,183,0,0,226,1.0
115,912,2018-05-18,0,198,183,30,-0.8540145985401459
115,913,2018-05-18,41,142,103,60,-0.4161849710982659
115,914,2018-05-21,170,212,0,0,-0.1099476439790576
115,915,2018-05-21,167,210,1,0,-0.1164021164021164
115,916,2018-05-21,169,208,0,2,-0.09762532981530343
115,917,2018-05-22,0,222,183,1,-0.9950738916256158
115,918,2018-05-22,5,222,178,2,-0.9656019656019657
115,919,2018-05-22,77,142,101,78,-0.22110552763819097
115,920,2018-05-22,187,0,4,227,0.9808612440191388
115,921,2018-05-22,22,229,169,0,-0.8952380952380953
115,922,2018-05-22,134,226,57,2,-0.35083532219570407
115,923,2018-05-22,33,226,158,1,-0.8373205741626795
115,924,2018-05-23,0,222,189,0,-1.0
115,925,2018-05-23,6,223,182,1,-0.9660194174757282
115,926,2018-05-23,55,7,134,217,0.3171912832929782
115,927,2018-05-23,52,8,138,217,0.2963855421686747
115,928,2018-05-23,189,9,1,216,0.9518072289156626
115,929,2018-05-23,183,5,7,219,0.9420289855072463
115,930,2018-05-23,5,224,182,1,-0.970873786407767
115,931,2018-05-23,187,221,0,1,-0.08068459657701711
115,932,2018-05-23,124,36,64,188,0.5145631067961165
115,933,2018-05-23,127,47,62,177,0.4721549636803874
115,934,2018-05-23,188,194,0,30,0.05825242718446602
115,935,2018-05-23,166,8,23,216,0.8498789346246973
115,936,2018-05-24,1,223,188,3,-0.980722891566265
115,937,2018-05-24,131,220,59,7,-0.3381294964028777
115,938,2018-06-05,162,212,0,5,-0.11873350923482849
115,939,2018-06-05,162,211,0,9,-0.10471204188481675
115,940,2018-06-05,162,214,0,4,-0.12631578947368421
115,941,2018-06-06,0,224,176,0,-1.0
115,942,2018-06-06,3,220,172,3,-0.9698492462311558
115,943,2018-06-06,78,141,98,79,-0.20707070707070707
115,944,2018-06-06,179,1,0,227,0.995085995085995
115,945,2018-06-06,181,228,0,2,-0.10948905109489052
115,946,2018-06-06,178,216,0,13,-0.06142506142506143
115,947,2018-06-07,0,227,184,1,-0.9951456310679612
115,948,2018-06-07,0,225,184,3,-0.9854368932038835
115,949,2018-06-07,80,133,104,93,-0.15609756097560976
115,950,2018-06-07,0,211,187,19,-0.9088729016786571
115,951,2018-06-07,178,23,9,208,0.84688995215311
115,952,2018-06-07,180,24,7,207,0.8516746411483254
115,953,2018-06-07,0,123,187,108,-0.48325358851674644
115,954,2018-06-07,172,5,15,226,0.9043062200956937
115,955,2018-06-07,174,5,13,226,0.9138755980861244
115,956,2018-06-07,1,138,186,90,-0.5614457831325301
115,957,2018-06-07,186,9,1,222,0.9521531100478469
115,958,2018-06-07,1,154,185,77,-0.6258992805755396
115,959,2018-06-07,1,127,186,103,-0.5011990407673861
115,960,2018-06-08,2,210,185,16,-0.9128329297820823
115,961,2018-06-08,5,202,179,22,-0.8676470588235294
115,962,2018-06-08,180,15,6,211,0.8980582524271845
115,963,2018-06-08,185,2,0,225,0.9902912621359223
115,964,2018-06-08,23,212,163,16,-0.8115942028985508
115,965,2018-06-12,179,204,0,13,-0.030303030303030304
115,966,2018-06-12,179,219,0,0,-0.10050251256281408
115,967,2018-06-12,94,130,80,79,-0.09660574412532637
115,968,2018-06-13,0,230,183,0,-1.0
115,969,2018-06-13,4,229,175,0,-0.9803921568627451
115,970,2018-06-13,184,222,0,3,-0.08557457212713937
115,971,2018-06-13,186,223,0,8,-0.06954436450839328
115,972,2018-06-14,131,223,49,3,-0.3399014778325123
115,973,2018-06-14,12,218,166,7,-0.9057071960297767
115,974,2018-06-15,20,203,152,6,-0.863517060367454
115,975,2018-06-15,42,198,130,12,-0.7172774869109948
115,976,2018-06-19,152,190,0,13,-0.07042253521126761
115,977,2018-06-19,153,203,0,3,-0.1309192200557103
115,978,2018-06-19,70,125,77,75,-0.1642651296829971
115,979,2018-06-20,1,221,183,1,-0.9901477832512315
115,980,2018-06-20,0,221,185,0,-1.0
115,981,2018-06-20,5,220,177,3,-0.9604938271604938
115,982,2018-06-20,190,0,0,226,1.0
115,983,2018-06-20,50,212,140,15,-0.6882494004796164
115,984,2018-06-20,175,0,15,225,0.927710843373494
115,985,2018-06-20,140,218,50,7,-0.29156626506024097
115,986,2018-06-21,1,231,190,0,-0.995260663507109
115,987,2018-06-21,0,226,190,5,-0.9762470308788599
115,988,2018-06-21,191,0,0,234,1.0
115,989,2018-06-21,0,193,190,41,-0.8066037735849056
115,990,2018-06-21,0,233,191,0,-1.0
115,991,2018-06-21,0,213,191,20,-0.9056603773584906
115,992,2018-06-21,0,233,191,0,-1.0
115,993,2018-06-21,0,227,190,5,-0.976303317535545
115,994,2018-06-22,184,1,0,226,0.9951338199513382
115,995,2018-06-22,182,215,1,13,-0.051094890510948905
115,996,2018-06-25,161,221,0,0,-0.15706806282722513
115,997,2018-06-25,162,217,0,4,-0.13315926892950392
115,998,2018-06-26,2,217,172,0,-0.989769820971867
115,999,2018-06-26,7,215,169,3,-0.949238578680203
115,1000,2018-06-26,176,216,0,2,-0.09644670050761421
115,1001,2018-06-26,68,220,111,5,-0.6386138613861386
115,1002,2018-06-26,178,222,0,2,-0.1044776119402985
115,1003,2018-06-27,189,1,0,230,0.9952380952380953
115,1004,2018-06-27,0,122,189,112,-0.47044917257683216
115,1005,2018-06-27,0,231,188,0,-1.0
115,1006,2018-06-27,5,225,182,3,-0.9614457831325302
115,1007,2018-06-27,188,0,0,231,1.0
115,1008,2018-06-27,176,227,12,3,-0.14354066985645933
115,1009,2018-06-27,101,87,87,141,0.16346153846153846
115,1010,2018-06-27,19,156,168,73,-0.5576923076923077
115,1011,2018-06-28,0,224,186,0,-1.0
115,1012,2018-06-28,0,224,184,0,-1.0
115,1013,2018-06-28,0,226,183,0,-1.0
115,1014,2018-06-28,26,90,158,138,-0.20388349514563106
115,1015,2018-06-28,25,90,159,137,-0.2116788321167883
115,1016,2018-06-28,156,96,25,132,0.4083129584352078
115,1017,2018-06-28,160,0,24,227,0.8832116788321168
115,1018,2018-06-28,94,50,90,177,0.31873479318734793
115,1019,2018-06-28,184,2,0,224,0.9902439024390244
115,1020,2018-06-28,137,223,46,3,-0.3154034229828851
115,1021,2018-07-10,173,195,0,19,-0.007751937984496124
115,1022,2018-07-10,172,213,0,0,-0.10649350649350649
115,1023,2018-07-11,0,225,185,1,-0.9951338199513382
115,1024,2018-07-11,0,227,184,0,-1.0
115,1025,2018-07-11,0,228,184,0,-1.0
115,1026,2018-07-11,0,229,183,0,-1.0
115,1027,2018-07-11,186,1,1,227,0.9903614457831326
115,1028,2018-07-11,9,213,178,15,-0.8843373493975903
115,1029,2018-07-12,0,229,182,0,-1.0
115,1030,2018-07-12,7,228,177,1,-0.9612590799031477
115,1031,2018-07-12,186,1,1,229,0.9904076738609112
115,1032,2018-07-12,9,224,178,6,-0.9280575539568345
115,1033,2018-07-12,141,223,46,8,-0.28708133971291866
115,1034,2018-07-13,179,1,0,219,0.9949874686716792
115,1035,2018-07-13,10,220,168,0,-0.949748743718593
115,1036,2018-07-16,157,211,0,0,-0.14673913043478262
115,1037,2018-07-16,156,212,0,0,-0.15217391304347827
115,1038,2018-07-17,0,230,183,0,-1.0
115,1039,2018-07-17,0,229,181,3,-0.9854721549636803
115,1040,2018-07-17,179,227,2,2,-0.11707317073170732
115,1041,2018-07-17,182,224,0,5,-0.09002433090024331
115,1042,2018-07-17,185,227,0,0,-0.10194174757281553
115,1043,2018-07-18,185,207,0,20,-0.0048543689320388345
115,1044,2018-07-18,18,226,34,1,-0.8637992831541219
115,1045,2018-07-18,186,228,0,0,-0.10144927536231885
115,1046,2018-07-18,0,226,186,0,-1.0
115,1047,2018-07-18,3,226,183,0,-0.9854368932038835
115,1048,2018-07-18,0,172,185,52,-0.7457212713936431
115,1049,2018-07-18,185,5,1,222,0.9709443099273608
115,1050,2018-07-18,186,31,0,196,0.8498789346246973
115,1051,2018-07-18,186,8,0,218,0.9611650485436893
115,1052,2018-07-18,1,113,185,112,-0.45012165450121655
115,1053,2018-07-18,2,213,178,16,-0.9119804400977995
115,1054,2018-07-18,2,213,183,16,-0.9130434782608695
115,1055,2018-07-18,4,223,178,7,-0.9466019417475728
115,1056,2018-07-18,0,213,185,17,-0.9180722891566265
115,1057,2018-07-18,3,210,182,19,-0.893719806763285
115,1058,2018-07-18,2,211,183,19,-0.8987951807228916
115,1059,2018-07-18,184,19,1,211,0.9036144578313253
115,1060,2018-07-18,0,206,185,24,-0.8843373493975903
115,1061,2018-07-18,1,215,184,15,-0.9228915662650602
115,1062,2018-07-18,0,193,185,35,-0.8305084745762712
115,1063,2018-07-18,1,173,183,57,-0.7198067632850241
115,1064,2018-07-18,0,215,185,14,-0.9323671497584541
115,1065,2018-07-18,184,6,1,223,0.966183574879227
115,1066,2018-07-18,0,226,185,4,-0.980722891566265
115,1067,2018-07-18,1,222,184,8,-0.9566265060240964
115,1068,2018-07-18,1,230,184,0,-0.9951807228915662
115,1069,2018-07-18,0,201,184,28,-0.864406779661017
115,1070,2018-07-19,7,222,174,6,-0.9364303178484108
115,1071,2018-07-19,182,0,0,232,1.0
115,1072,2018-07-19,0,217,184,15,-0.9278846153846154
115,1073,2018-07-23,168,211,0,1,-0.11052631578947368
115,1074,2018-07-23,168,210,0,4,-0.09947643979057591
115,1075,2018-07-24,0,224,184,0,-1.0
115,1076,2018-07-24,6,223,179,0,-0.9705882352941176
115,1077,2018-07-24,0,223,187,1,-0.9951338199513382
115,1078,2018-07-24,2,223,184,0,-0.9902200488997555
115,1079,2018-07-24,57,227,131,1,-0.7211538461538461
115,1080,2018-07-25,187,179,1,51,0.13875598086124402
115,1081,2018-07-25,188,229,0,0,-0.09832134292565947
115,1082,2018-07-25,185,2,2,227,0.9807692307692307
115,1083,2018-07-25,12,231,175,1,-0.9379474940334129
115,1084,2018-07-25,46,232,141,1,-0.7761904761904762
115,1085,2018-07-26,2,224,183,0,-0.9902200488997555
115,1086,2018-07-26,139,220,49,5,-0.3026634382566586
115,1087,2018-09-04,171,0,0,221,1.0
115,1088,2018-09-04,59,213,111,8,-0.6572890025575447
115,1089,2018-09-05,0,221,186,0,-1.0
115,1090,2018-09-05,2,222,180,0,-0.9900990099009901
115,1091,2018-09-05,185,2,0,224,0.9902676399026764
115,1092,2018-09-05,184,222,0,4,-0.08292682926829269
115,1093,2018-09-06,0,224,181,0,-1.0
115,1094,2018-09-06,2,223,177,2,-0.9801980198019802
115,1095,2018-09-06,182,5,0,218,0.9753086419753086
115,1096,2018-09-06,175,1,5,222,0.9702233250620348
115,1097,2018-09-06,181,14,1,209,0.9259259259259259
115,1098,2018-09-06,177,1,5,226,0.9706601466992665
115,1099,2018-09-06,37,223,143,3,-0.8029556650246306
115,1100,2018-09-07,29,218,148,4,-0.8345864661654135
115,1101,2018-09-12,171,208,0,3,-0.08900523560209424
115,1102,2018-09-12,172,211,0,2,-0.09610389610389611
115,1103,2018-09-12,169,209,0,1,-0.10290237467018469
115,1104,2018-09-13,4,218,171,0,-0.9796437659033079
115,1105,2018-09-13,175,218,1,1,-0.10886075949367088
115,1106,2018-09-13,175,202,2,18,-0.027707808564231738
115,1107,2018-09-25,175,214,0,6,-0.08354430379746836
115,1108,2018-09-25,176,216,0,5,-0.08816120906801007
115,1109,2018-09-26,0,230,188,0,-1.0
115,1110,2018-09-26,7,223,180,8,-0.9282296650717703
115,1111,2018-09-26,178,216,0,15,-0.05623471882640587
115,1112,2018-09-26,185,176,5,56,0.14218009478672985
115,1113,2018-09-26,49,230,71,1,-0.7150997150997151
115,1114,2018-09-26,187,211,3,20,-0.0166270783847981
115,1115,2018-09-26,95,202,95,29,-0.41092636579572445
115,1116,2018-09-27,0,227,189,0,-1.0
115,1117,2018-09-27,0,226,188,1,-0.9951807228915662
115,1118,2018-09-27,10,231,177,0,-0.9521531100478469
115,1119,2018-09-27,31,230,156,0,-0.8513189448441247
115,1120,2018-09-28,184,0,0,226,1.0
115,1121,2018-09-28,3,217,181,10,-0.9367396593673966
115,1122,2018-09-28,178,215,0,8,-0.07231920199501247
115,1123,2018-11-13,176,209,0,4,-0.07455012853470437
115,1124,2018-11-13,169,206,0,1,-0.09574468085106383
115,1125,2018-11-14,6,195,172,15,-0.8917525773195877
115,1126,2018-11-16,177,198,0,1,-0.05319148936170213
115,1127,2018-11-16,9,187,168,12,-0.8882978723404256
115,1128,2018-11-27,183,193,0,16,0.015306122448979591
115,1129,2018-11-27,180,194,0,11,-0.007792207792207792
115,1130,2018-11-29,0,219,180,1,-0.995
115,1131,2018-11-29,178,172,0,46,0.13131313131313133
115,1132,2018-11-30,179,212,0,0,-0.08439897698209718
115,1133,2018-12-10,176,209,0,1,-0.08290155440414508
115,1134,2018-12-10,176,206,0,4,-0.06735751295336788
115,1135,2018-12-11,188,212,0,11,-0.031630170316301706
115,1136,2018-12-11,188,218,0,3,-0.06601466992665037
115,1137,2018-12-11,187,216,0,3,-0.06403940886699508
115,1138,2018-12-12,0,220,191,0,-1.0
115,1139,2018-12-12,5,201,185,18,-0.8875305623471883
115,1140,2018-12-12,88,138,92,77,-0.16455696202531644
115,1141,2018-12-12,187,182,3,44,0.11057692307692307
115,1142,2018-12-13,183,211,0,1,-0.06835443037974684
115,1143,2018-12-19,167,188,0,7,-0.03867403314917127
115,1144,2018-12-19,167,185,0,6,-0.0335195530726257
115,1145,2018-12-19,166,195,0,3,-0.07142857142857142
115,1146,2018-12-19,166,191,0,4,-0.05817174515235457
115,1147,2018-12-19,164,198,0,1,-0.09090909090909091
115,1148,2018-12-19,165,186,0,10,-0.030470914127423823
115,1149,2018-12-19,163,185,0,11,-0.03064066852367688
115,1150,2018-12-19,162,197,0,1,-0.09444444444444444
115,1151,2018-12-19,161,189,1,10,-0.05263157894736842
115,1152,2018-12-19,161,170,0,28,0.052924791086350974
115,1153,2018-12-20,0,207,170,0,-1.0
115,1154,2018-12-20,165,185,6,24,-0.005263157894736842
115,1155,2018-12-20,176,182,0,36,0.07614213197969544
115,1156,2018-12-20,166,201,0,9,-0.06914893617021277
115,1157,2018-12-20,175,211,0,2,-0.08762886597938144
115,1158,2018-12-20,171,215,5,0,-0.12531969309462915
115,1159,2018-12-20,175,216,0,0,-0.10485933503836317
115,1160,2018-12-20,175,213,0,2,-0.09230769230769231
115,1161,2018-12-20,176,213,0,1,-0.09230769230769231
115,1162,2018-12-20,175,203,0,11,-0.043701799485861184
115,1163,2018-12-20,177,211,0,2,-0.08205128205128205
115,1164,2018-12-20,178,212,0,2,-0.08163265306122448
115,1165,2018-12-20,176,213,0,0,-0.09511568123393316
115,1166,2018-12-20,178,200,0,13,-0.023017902813299233
115,1167,2018-12-20,178,212,0,0,-0.08717948717948718
115,1168,2018-12-20,175,204,0,9,-0.05154639175257732
115,1169,2018-12-20,178,208,0,6,-0.061224489795918366
115,1170,2018-12-20,36,194,142,20,-0.7142857142857143
115,1171,2018-12-20,177,210,0,0,-0.08527131782945736
115,1172,2018-12-20,177,211,0,0,-0.08762886597938144
115,1173,2018-12-20,177,212,0,0,-0.08997429305912596
115,1174,2018-12-20,0,187,170,0,-1.0
115,1175,2018-12-20,0,223,178,0,-1.0
115,1176,2018-12-20,0,221,179,0,-1.0
115,1177,2018-12-20,0,220,180,3,-0.9851116625310173
115,1178,2018-12-20,179,220,0,0,-0.10275689223057644
115,1179,2018-12-20,0,217,177,8,-0.9601990049751243
115,1180,2018-12-20,171,211,0,9,-0.0792838874680307
115,1181,2018-12-21,163,203,0,0,-0.1092896174863388
115,1182,2018-12-21,169,203,1,1,-0.09090909090909091
115,1183,2018-12-21,168,204,1,0,-0.09919571045576407
115,1184,2018-12-21,173,205,1,1,-0.08421052631578947
115,1185,2018-12-21,174,207,1,1,-0.08616187989556136
115,1186,2018-12-21,175,200,0,6,-0.049868766404199474
115,1187,2018-12-21,174,208,0,2,-0.08333333333333333
115,1188,2018-12-21,175,208,0,1,-0.08333333333333333
115,1189,2018-12-21,173,203,0,6,-0.06282722513089005
115,1190,2018-12-21,174,188,0,12,-0.0053475935828877
115,1191,2018-12-21,174,182,0,17,0.024128686327077747
115,1192,2018-12-21,45,194,130,7,-0.723404255319149
115,1193,2018-12-21,169,201,0,0,-0.08648648648648649
115,1194,2018-12-21,174,194,0,7,-0.034666666666666665
115,1195,2018-12-21,175,157,0,43,0.16266666666666665
115,1196,2018-12-21,173,194,0,4,-0.04582210242587601
115,1197,2018-12-21,174,188,0,5,-0.02452316076294278
115,1198,2018-12-21,173,197,0,0,-0.06486486486486487
115,1199,2018-12-21,174,178,0,18,0.03783783783783784
115,1200,2018-12-21,169,192,4,6,-0.05660377358490566
